_id,meanLightAmplitude,time,uid
67174d8e873f1647840fed5a,275.12161027777904,2024-10-22T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67175bcd873f1647840ff7bd,54.255301388889066,2024-10-22T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671769ef873f16478410390a,1.0011252777777762,2024-10-22T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67177d04873f164784104ea5,0.15554250000000003,2024-10-22T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67178ad6873f16478412582f,3.416593888888871,2024-10-22T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671795dd873f16478412b87b,3.511424166666678,2024-10-22T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0b76,0.04847250000000002,2024-10-22T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0b8e,0.7420455555555555,2024-10-22T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0b9f,0,2024-10-22T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0bb0,0,2024-10-22T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0bc1,0,2024-10-22T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0bd2,0,2024-10-22T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0be3,0,2024-10-22T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0c05,0,2024-10-22T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c16,0,2024-10-22T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c27,0,2024-10-22T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c38,0,2024-10-22T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c49,0,2024-10-22T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c71,0,2024-10-23T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c82,0,2024-10-23T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c93,0,2024-10-23T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0ca4,0,2024-10-23T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0cb5,0,2024-10-23T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0cc6,0,2024-10-23T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0cd7,0,2024-10-23T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0ce8,0,2024-10-23T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0cf9,0,2024-10-23T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d0a,0,2024-10-23T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d1b,0,2024-10-23T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d2c,0,2024-10-23T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d3d,0,2024-10-23T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d4e,0,2024-10-23T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d5f,0,2024-10-23T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d70,0,2024-10-23T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d81,0,2024-10-23T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d92,0,2024-10-23T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0da3,0,2024-10-23T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0db4,0,2024-10-23T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177315fc86555907d0dc5,0,2024-10-23T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177315fc86555907d0dd6,0,2024-10-23T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e15,0,2024-10-23T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e26,0,2024-10-23T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e37,0,2024-10-24T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e48,0,2024-10-24T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e59,0,2024-10-24T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e6a,0,2024-10-24T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e7b,0,2024-10-24T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e8c,0,2024-10-24T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e9d,0,2024-10-24T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0eae,0,2024-10-24T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0ebf,0,2024-10-24T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0ed0,0,2024-10-24T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0ef6,0,2024-10-24T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0f3b,0,2024-10-24T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0f4c,0,2024-10-24T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0f5d,0,2024-10-24T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0f6e,0,2024-10-24T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0f7f,0,2024-10-24T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0f90,0,2024-10-24T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0fa1,0,2024-10-24T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0fb2,0,2024-10-24T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d0fc3,0,2024-10-24T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d0fd4,0,2024-10-24T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d0ff6,0,2024-10-24T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1007,0,2024-10-24T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1018,0,2024-10-24T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1029,0,2024-10-25T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d103a,0,2024-10-25T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d104b,0,2024-10-25T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d105c,0,2024-10-25T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1074,0,2024-10-25T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1086,0,2024-10-25T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1099,0,2024-10-25T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d10ab,0,2024-10-25T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d10be,0,2024-10-25T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d10d0,0,2024-10-25T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d10e1,0,2024-10-25T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d10f2,0,2024-10-25T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1103,0,2024-10-25T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1114,0,2024-10-25T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1125,0,2024-10-25T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1136,0,2024-10-25T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1147,0,2024-10-25T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1158,0,2024-10-25T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d117a,0,2024-10-25T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d118b,0,2024-10-25T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d119c,0,2024-10-25T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d11ad,0,2024-10-25T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d11be,0,2024-10-25T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d11ef,0,2024-10-25T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d1200,0,2024-10-26T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d1211,0,2024-10-26T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1222,0,2024-10-26T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1233,0,2024-10-26T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1244,0,2024-10-26T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1255,0,2024-10-26T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1266,0,2024-10-26T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1277,0,2024-10-26T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1288,0,2024-10-26T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1299,0,2024-10-26T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12aa,0,2024-10-26T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12bb,0,2024-10-26T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12cc,0,2024-10-26T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12dd,0,2024-10-26T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12ee,0,2024-10-26T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12ff,0,2024-10-26T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1310,0,2024-10-26T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1321,0,2024-10-26T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1332,0,2024-10-26T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1343,0,2024-10-26T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1354,0,2024-10-26T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1365,0,2024-10-26T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1376,0,2024-10-26T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1387,0,2024-10-26T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1398,0,2024-10-27T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13a9,0,2024-10-27T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13ba,0,2024-10-27T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13cb,0,2024-10-27T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13dc,0,2024-10-27T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13ed,0,2024-10-27T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13fe,0,2024-10-27T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1411,0,2024-10-27T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1422,0,2024-10-27T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1433,0,2024-10-27T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1444,0,2024-10-27T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1455,0,2024-10-27T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1466,0,2024-10-27T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1477,0,2024-10-27T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1488,0,2024-10-27T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1499,0,2024-10-27T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14aa,0,2024-10-27T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14bb,0,2024-10-27T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14cc,0,2024-10-27T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14dd,0,2024-10-27T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14ee,0,2024-10-27T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14ff,0,2024-10-27T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1510,0,2024-10-27T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1521,0,2024-10-27T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1532,0,2024-10-28T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1543,0,2024-10-28T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1554,0,2024-10-28T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d1565,0,2024-10-28T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d1576,0,2024-10-28T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d1587,0,2024-10-28T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d1598,0,2024-10-28T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15a9,0,2024-10-28T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15ba,0,2024-10-28T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15cb,0,2024-10-28T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15dc,0,2024-10-28T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15ed,0,2024-10-28T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15fe,0,2024-10-28T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d160f,0,2024-10-28T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1620,0,2024-10-28T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1631,0,2024-10-28T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1642,0,2024-10-28T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1653,0,2024-10-28T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1664,0,2024-10-28T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1675,0,2024-10-28T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d1686,0,2024-10-28T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d1697,0,2024-10-28T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16a8,0,2024-10-28T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16b9,0,2024-10-28T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16ca,0,2024-10-29T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16db,0,2024-10-29T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16ec,0,2024-10-29T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16fd,0,2024-10-29T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d170e,0,2024-10-29T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d171f,0,2024-10-29T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d1730,0,2024-10-29T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d1741,0,2024-10-29T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1752,0,2024-10-29T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1763,0,2024-10-29T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1774,0,2024-10-29T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1787,0,2024-10-29T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d17ad,0,2024-10-29T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d17be,0,2024-10-29T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d17cf,0,2024-10-29T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d17e0,0,2024-10-29T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d17f1,0,2024-10-29T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1802,0,2024-10-29T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1813,0,2024-10-29T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1824,0,2024-10-29T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773e5fc86555907d1835,0,2024-10-29T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773e5fc86555907d1846,0,2024-10-29T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773e5fc86555907d1857,0,2024-10-29T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773e5fc86555907d1868,7.353721388888879,2024-10-29T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672185c45fc86555907d9dc0,210.47331472222228,2024-10-30T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721940e5fc86555907dfab4,275.56228972222215,2024-10-30T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
