_id,num_screen_on,num_screen_unlocked,used_duration,time,uid
672177355fc86555907d1134,0,0,0,2024-10-25T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1145,0,0,0,2024-10-25T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1156,0,0,0,2024-10-25T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1178,0,0,0,2024-10-25T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1189,0,0,0,2024-10-25T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d119a,0,0,0,2024-10-25T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d11ab,0,0,0,2024-10-25T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d11bc,0,0,0,2024-10-25T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d11ed,0,0,0,2024-10-25T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d11fe,0,0,0,2024-10-26T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d120f,0,0,0,2024-10-26T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1220,0,0,0,2024-10-26T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1231,0,0,0,2024-10-26T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1242,0,0,0,2024-10-26T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1253,0,0,0,2024-10-26T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1264,0,0,0,2024-10-26T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1275,0,0,0,2024-10-26T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1286,0,0,0,2024-10-26T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1297,0,0,0,2024-10-26T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12a8,0,0,0,2024-10-26T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12b9,0,0,0,2024-10-26T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12ca,0,0,0,2024-10-26T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12db,0,0,0,2024-10-26T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12ec,0,0,0,2024-10-26T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12fd,0,0,0,2024-10-26T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d130e,0,0,0,2024-10-26T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d131f,0,0,0,2024-10-26T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1330,0,0,0,2024-10-26T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1341,0,0,0,2024-10-26T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1352,0,0,0,2024-10-26T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1363,0,0,0,2024-10-26T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1374,0,0,0,2024-10-26T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1385,0,0,0,2024-10-26T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1396,0,0,0,2024-10-27T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13a7,0,0,0,2024-10-27T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13b8,0,0,0,2024-10-27T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13c9,0,0,0,2024-10-27T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13da,0,0,0,2024-10-27T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13eb,0,0,0,2024-10-27T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13fc,0,0,0,2024-10-27T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d140f,0,0,0,2024-10-27T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1420,0,0,0,2024-10-27T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1431,0,0,0,2024-10-27T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1442,0,0,0,2024-10-27T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1453,0,0,0,2024-10-27T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1464,0,0,0,2024-10-27T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1475,0,0,0,2024-10-27T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1486,0,0,0,2024-10-27T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1497,0,0,0,2024-10-27T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14a8,0,0,0,2024-10-27T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14b9,0,0,0,2024-10-27T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14ca,0,0,0,2024-10-27T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14db,0,0,0,2024-10-27T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14ec,0,0,0,2024-10-27T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14fd,0,0,0,2024-10-27T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d150e,0,0,0,2024-10-27T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d151f,0,0,0,2024-10-27T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1530,0,0,0,2024-10-28T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1541,0,0,0,2024-10-28T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1552,0,0,0,2024-10-28T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d1563,0,0,0,2024-10-28T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d1574,0,0,0,2024-10-28T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d1585,0,0,0,2024-10-28T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d1596,0,0,0,2024-10-28T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15a7,0,0,0,2024-10-28T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15b8,0,0,0,2024-10-28T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15c9,0,0,0,2024-10-28T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15da,0,0,0,2024-10-28T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15eb,0,0,0,2024-10-28T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15fc,0,0,0,2024-10-28T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d160d,0,0,0,2024-10-28T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d161e,0,0,0,2024-10-28T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d162f,0,0,0,2024-10-28T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1640,0,0,0,2024-10-28T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1651,0,0,0,2024-10-28T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1662,0,0,0,2024-10-28T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1673,0,0,0,2024-10-28T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d1684,0,0,0,2024-10-28T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d1695,0,0,0,2024-10-28T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16a6,0,0,0,2024-10-28T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16b7,0,0,0,2024-10-28T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16c8,0,0,0,2024-10-29T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16d9,0,0,0,2024-10-29T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16ea,0,0,0,2024-10-29T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16fb,0,0,0,2024-10-29T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d170c,0,0,0,2024-10-29T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d171d,0,0,0,2024-10-29T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d172e,0,0,0,2024-10-29T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d173f,0,0,0,2024-10-29T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1750,0,0,0,2024-10-29T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1761,0,0,0,2024-10-29T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1772,0,0,0,2024-10-29T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1785,0,0,0,2024-10-29T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d17ab,0,0,0,2024-10-29T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d17bc,0,0,0,2024-10-29T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d17cd,0,0,0,2024-10-29T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d17de,0,0,0,2024-10-29T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d17ef,0,0,0,2024-10-29T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1800,0,0,0,2024-10-29T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1811,0,0,0,2024-10-29T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1822,0,0,0,2024-10-29T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773e5fc86555907d1833,0,0,0,2024-10-29T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773e5fc86555907d1844,0,0,0,2024-10-29T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773e5fc86555907d1855,0,0,0,2024-10-29T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773e5fc86555907d1866,0,0,0,2024-10-29T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672185c45fc86555907d9dbe,3,2,2455,2024-10-30T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721940e5fc86555907dfab2,1,1,1,2024-10-30T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
